	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000025909.16	3902.20456393176	0.217426533171333	0.0943759110797025	2.30383506430695	0.021231903978482	0.0813519250493173
ENSMUSG00000102647.1	77.871390120433	0.0800909656978704	0.376506415968073	0.212721383490745	0.83154428685574	0.921557005196744
ENSMUSG00000086235.1	16.2668591115073	0.302191505998383	0.763186745573182	0.395960107734085	0.692134457529351	0.845591258830175
ENSMUSG00000102253.1	108.765517785583	0.221485579815435	0.337741891655308	0.65578355924375	0.511963396170104	0.722627199854921
ENSMUSG00000093970.1	3.34140831408449	2.5908852638784	2.36292194039248	1.09647518167614	0.27287087858355	NA
ENSMUSG00000103884.1	36.7794522265025	1.00910247760066	0.653020412483429	1.54528473889975	0.122277405202691	0.29338019731952
ENSMUSG00000084353.1	3.1341516327053	-0.558256441520131	1.68628456095631	-0.331057079241441	0.740601371059119	NA
ENSMUSG00000103933.1	10.4989099654559	0.571542621511485	0.793852955950025	0.719960311576223	0.471549432170212	0.691893608969239
ENSMUSG00000076135.1	13.2344619590661	0.193938760049792	0.751297155294439	0.258138552346556	0.796299979089023	0.903967470742892
ENSMUSG00000086195.1	0	NA	NA	NA	NA	NA
ENSMUSG00000104504.1	1.28626513327446	0.6895698338217	2.47030483848596	0.27914361947505	0.780134609503063	NA
ENSMUSG00000066693.2	28.7129608568737	0.32893983740944	0.785949630591311	0.418525341327486	0.675563062519494	0.835157942366464
ENSMUSG00000102316.1	77.2834976712245	1.94276328845977	0.533377657435675	3.64237845619559	0.000270130534127933	0.00223905376239553
ENSMUSG00000103819.1	23.5856645257478	1.85178792021858	0.610940818273016	3.03104304841367	0.00243710498628533	0.0143608258490015
ENSMUSG00000102871.1	211.916180070829	1.78348949578033	0.26327590670385	6.77422221466896	1.25077303066073e-11	4.31805335508105e-10
ENSMUSG00000101571.2	1.03706715783448	0.220808076299391	3.22412082717259	0.0684862907241073	0.945398532869428	NA
ENSMUSG00000104428.1	0.508195280027999	0.914473583504416	4.23697336550742	0.215831798931995	0.829118860480811	NA
ENSMUSG00000102272.1	2.28202578748646	2.96789365772444	2.23634900022044	1.32711560558387	0.184470443827401	NA
ENSMUSG00000065625.1	0.315733518886414	-2.94222038426306	4.29962500785357	-0.684296974477748	0.493787657090629	NA
ENSMUSG00000103411.1	7.63378861649612	0.971150454111718	1.11756806287367	0.868985510926773	0.384855055824429	NA
ENSMUSG00000061024.8	959.970410407638	-0.0224900821400488	0.152572105483335	-0.147406251416681	0.8828113715082	0.949471303834622
ENSMUSG00000025911.14	973.270455303732	0.0177240305020849	0.113991537805512	0.155485493426056	0.876438589429691	0.946038575366559
ENSMUSG00000079671.8	105.932271945236	-0.423784309245428	0.240785841455506	-1.76000510114602	0.0784069416656513	0.21524598595999
ENSMUSG00000081441.3	10.0014628201839	0.64692235464646	1.02662070318439	0.63014738806633	0.52859815771476	0.735342477740709
ENSMUSG00000067879.3	5064.27359009879	-0.241974571459084	0.100197149810343	-2.41498457707731	0.0157358759792888	0.0648021959747689
ENSMUSG00000099827.1	0.121301114051062	0	4.40735632396697	0	1	NA
ENSMUSG00000025912.16	248.221943487097	-0.0369865671929257	0.23450057023873	-0.157724849689159	0.874673618366116	0.94520810768537
ENSMUSG00000045210.8	12400.7241656222	-0.0662790520615817	0.112235263883293	-0.590536786464023	0.554830830689157	0.754400905512865
ENSMUSG00000097893.8	4.31760760809107	0.686199216247164	1.2134997153957	0.565471262614518	0.571753265394054	NA
ENSMUSG00000025915.14	710.119664156575	0.15512721923403	0.171575526507322	0.904133721119078	0.365924499531684	0.595534227405045
ENSMUSG00000046334.4	7.48226768808221	0.141587214937822	1.05823965912234	0.133795037558172	0.893564651369237	NA
ENSMUSG00000088916.1	2.27421656876313	0.268171521220831	2.11098843552951	0.127035997311641	0.898911907610332	NA
ENSMUSG00000046101.16	378.709390760065	-0.810846605175881	0.184290058260039	-4.39983910598016	1.08331168459898e-05	0.000134037421667375
ENSMUSG00000098234.7	582.290402637661	0.391754007042452	0.148025464258212	2.64653118303407	0.00813220071197321	0.0384329393785844
ENSMUSG00000093178.1	13.9571044325704	0.694803495181543	0.798523086318641	0.870110717004731	0.384239901511596	0.613308887725051
ENSMUSG00000099032.2	46.4928719279823	-0.0242699273483664	0.438494387931875	-0.0553483191947646	0.955860967984322	0.981918889744418
ENSMUSG00000104025.1	0.30259087551689	0.787231798519651	4.31411435147355	0.182478194684562	0.855207465182604	NA
ENSMUSG00000025916.10	23.9103799447076	-0.114589485955553	0.684405469498124	-0.167429237582776	0.867032321597055	0.94040643454841
ENSMUSG00000087199.1	0.759433413287314	1.86159377885616	4.23111013528458	0.439977622735872	0.659953314576802	NA
ENSMUSG00000095780.1	0	NA	NA	NA	NA	NA
ENSMUSG00000025917.9	3539.76400409161	-0.0979429429758663	0.0930500741137888	-1.05258318070864	0.292532069053431	0.521520331692234
